,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/14),18780.0,1일전 (02/13),18960.0,1주일전 (02/07),21300.0,2주일전 (01/31),24420.0,1개월전,23790.0,1년전,18576.0,일평년,17346.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/15),24100.0,1일전 (02/14),23580.0,1주일전 (02/08),25700.0,2주일전 (02/01),29220.0,1개월전,28640.0,1년전,22268.0,일평년,21245.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/15),19300.0,1일전 (02/14),18780.0,1주일전 (02/08),21300.0,2주일전 (02/01),24820.0,1개월전,23790.0,1년전,17268.0,일평년,16777.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/16),25600.0,1일전 (02/15),24100.0,1주일전 (02/09),24000.0,2주일전 (02/02),28480.0,1개월전,28956.0,1년전,21088.0,일평년,20858.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/16),20800.0,1일전 (02/15),19300.0,1주일전 (02/09),19200.0,2주일전 (02/02),24080.0,1개월전,24172.0,1년전,16088.0,일평년,16430.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/17),25760.0,1일전 (02/16),25600.0,1주일전 (02/10),24000.0,2주일전 (02/03),27960.0,1개월전,29744.0,1년전,19948.0,일평년,20271.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/17),20960.0,1일전 (02/16),20800.0,1주일전 (02/10),19200.0,2주일전 (02/03),23560.0,1개월전,25176.0,1년전,14948.0,일평년,15992.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/18),,1일전 (02/17),25760.0,1주일전 (02/11),,2주일전 (02/04),,1개월전,29744.0,1년전,19948.0,일평년,20271.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/18),,1일전 (02/17),20960.0,1주일전 (02/11),,2주일전 (02/04),,1개월전,25176.0,1년전,14948.0,일평년,15992.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/20),26280.0,1일전 (02/19),,1주일전 (02/13),23760.0,2주일전 (02/06),27040.0,1개월전,30528.0,1년전,19470.0,일평년,19099.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/20),21480.0,1일전 (02/19),,1주일전 (02/13),18960.0,2주일전 (02/06),22640.0,1개월전,26120.0,1년전,14470.0,일평년,14849.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/21),26280.0,1일전 (02/20),26280.0,1주일전 (02/14),23580.0,2주일전 (02/07),25700.0,1개월전,30605.0,1년전,19544.0,일평년,18782.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/21),21680.0,1일전 (02/20),21480.0,1주일전 (02/14),18780.0,2주일전 (02/07),21300.0,1개월전,26225.0,1년전,14544.0,일평년,14451.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/22),25740.0,1일전 (02/21),26280.0,1주일전 (02/15),24100.0,2주일전 (02/08),25700.0,1개월전,30605.0,1년전,19624.0,일평년,18542.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/22),21380.0,1일전 (02/21),21680.0,1주일전 (02/15),19300.0,2주일전 (02/08),21300.0,1개월전,26225.0,1년전,14624.0,일평년,14225.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/23),25480.0,1일전 (02/22),25740.0,1주일전 (02/16),25600.0,2주일전 (02/09),24000.0,1개월전,30605.0,1년전,19616.0,일평년,18314.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/23),21120.0,1일전 (02/22),21380.0,1주일전 (02/16),20800.0,2주일전 (02/09),19200.0,1개월전,26225.0,1년전,14616.0,일평년,14086.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/24),25540.0,1일전 (02/23),25480.0,1주일전 (02/17),25760.0,2주일전 (02/10),24000.0,1개월전,30605.0,1년전,19620.0,일평년,18186.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/24),21180.0,1일전 (02/23),21120.0,1주일전 (02/17),20960.0,2주일전 (02/10),19200.0,1개월전,26225.0,1년전,14620.0,일평년,13940.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/25),,1일전 (02/24),25540.0,1주일전 (02/18),,2주일전 (02/11),,1개월전,30605.0,1년전,19620.0,일평년,18186.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/25),,1일전 (02/24),21180.0,1주일전 (02/18),,2주일전 (02/11),,1개월전,26225.0,1년전,14620.0,일평년,13940.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/27),22820.0,1일전 (02/26),,1주일전 (02/20),26280.0,2주일전 (02/13),23760.0,1개월전,28252.0,1년전,19305.0,일평년,17978.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/27),18520.0,1일전 (02/26),,1주일전 (02/20),21480.0,2주일전 (02/13),18960.0,1개월전,23880.0,1년전,14355.0,일평년,13642.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (02/28),22340.0,1일전 (02/27),22820.0,1주일전 (02/21),26280.0,2주일전 (02/14),23580.0,1개월전,28480.0,1년전,19148.0,일평년,17944.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (02/28),18040.0,1일전 (02/27),18520.0,1주일전 (02/21),21680.0,2주일전 (02/14),18780.0,1개월전,24092.0,1년전,14228.0,일평년,13532.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/01),,1일전 (02/28),22340.0,1주일전 (02/22),25740.0,2주일전 (02/15),24100.0,1개월전,28480.0,1년전,19148.0,일평년,17944.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/01),,1일전 (02/28),18040.0,1주일전 (02/22),21380.0,2주일전 (02/15),19300.0,1개월전,24092.0,1년전,14228.0,일평년,13532.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/02),22840.0,1일전 (03/01),,1주일전 (02/23),25480.0,2주일전 (02/16),25600.0,1개월전,28304.0,1년전,18884.0,일평년,17827.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/02),18540.0,1일전 (03/01),,1주일전 (02/23),21120.0,2주일전 (02/16),20800.0,1개월전,23904.0,1년전,14060.0,일평년,13514.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/03),23200.0,1일전 (03/02),22840.0,1주일전 (02/24),25540.0,2주일전 (02/17),25760.0,1개월전,27680.0,1년전,18668.0,일평년,17769.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/03),18940.0,1일전 (03/02),18540.0,1주일전 (02/24),21180.0,2주일전 (02/17),20960.0,1개월전,23280.0,1년전,13940.0,일평년,13446.0
26,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/04),,1일전 (03/03),23200.0,1주일전 (02/25),,2주일전 (02/18),,1개월전,27680.0,1년전,18668.0,일평년,17769.0
27,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/04),,1일전 (03/03),18940.0,1주일전 (02/25),,2주일전 (02/18),,1개월전,23280.0,1년전,13940.0,일평년,13446.0
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/06),23120.0,1일전 (03/05),,1주일전 (02/27),22820.0,2주일전 (02/20),26280.0,1개월전,26976.0,1년전,18405.0,일평년,17586.0
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/06),18860.0,1일전 (03/05),,1주일전 (02/27),18520.0,2주일전 (02/20),21480.0,1개월전,22576.0,1년전,13810.0,일평년,13292.0
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/07),22800.0,1일전 (03/06),23120.0,1주일전 (02/28),22340.0,2주일전 (02/21),26280.0,1개월전,26080.0,1년전,18268.0,일평년,17526.0
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/07),18540.0,1일전 (03/06),18860.0,1주일전 (02/28),18040.0,2주일전 (02/21),21680.0,1개월전,21600.0,1년전,13672.0,일평년,13243.0
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/08),21460.0,1일전 (03/07),22800.0,1주일전 (03/01),,2주일전 (02/22),25740.0,1개월전,25288.0,1년전,18012.0,일평년,17452.0
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/08),17360.0,1일전 (03/07),18540.0,1주일전 (03/01),,2주일전 (02/22),21380.0,1개월전,20728.0,1년전,13456.0,일평년,13169.0
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/09),20920.0,1일전 (03/08),21460.0,1주일전 (03/02),22840.0,2주일전 (02/23),25480.0,1개월전,24632.0,1년전,17885.0,일평년,17356.0
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/09),16760.0,1일전 (03/08),17360.0,1주일전 (03/02),18540.0,2주일전 (02/23),21120.0,1개월전,19992.0,1년전,13320.0,일평년,13071.0
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/10),20720.0,1일전 (03/09),20920.0,1주일전 (03/03),23200.0,2주일전 (02/24),25540.0,1개월전,24208.0,1년전,17868.0,일평년,17306.0
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/10),16560.0,1일전 (03/09),16760.0,1주일전 (03/03),18940.0,2주일전 (02/24),21180.0,1개월전,19488.0,1년전,13296.0,일평년,13020.0
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/11),,1일전 (03/10),20720.0,1주일전 (03/04),,2주일전 (02/25),,1개월전,24208.0,1년전,17868.0,일평년,17306.0
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/11),,1일전 (03/10),16560.0,1주일전 (03/04),,2주일전 (02/25),,1개월전,19488.0,1년전,13296.0,일평년,13020.0
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/13),19340.0,1일전 (03/12),,1주일전 (03/06),23120.0,2주일전 (02/27),22820.0,1개월전,23888.0,1년전,17640.0,일평년,17281.0
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/13),15180.0,1일전 (03/12),,1주일전 (03/06),18860.0,2주일전 (02/27),18520.0,1개월전,19088.0,1년전,13040.0,일평년,12936.0
28,딸기,226,딸기(2kg),00,상품,04,2kg,당일 (03/14),18700.0,1일전 (03/13),19340.0,1주일전 (03/07),22800.0,2주일전 (02/28),22340.0,1개월전,24208.0,1년전,17672.0,일평년,17351.0
29,딸기,226,딸기(2kg),00,중품,05,2kg,당일 (03/14),14500.0,1일전 (03/13),15180.0,1주일전 (03/07),18540.0,2주일전 (02/28),18040.0,1개월전,19408.0,1년전,13072.0,일평년,12998.0
