,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/09),,1일전 (01/08),231600.0,1주일전 (01/02),,2주일전 (12/26),,1개월전,225440.0,1년전,176400.0,일평년,165000.0,2021-01-09
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/11),479800.0,1일전 (01/10),,1주일전 (01/04),479800.0,2주일전 (12/28),479800.0,1개월전,479800.0,1년전,340600.0,일평년,378267.0,2021-01-11
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/11),444750.0,1일전 (01/10),,1주일전 (01/04),444750.0,2주일전 (12/28),444750.0,1개월전,444750.0,1년전,310000.0,일평년,348200.0,2021-01-11
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/11),231600.0,1일전 (01/10),,1주일전 (01/04),227800.0,2주일전 (12/28),227800.0,1개월전,226200.0,1년전,176400.0,일평년,165200.0,2021-01-11
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/12),479200.0,1일전 (01/11),479800.0,1주일전 (01/05),479800.0,2주일전 (12/29),479800.0,1개월전,479800.0,1년전,340600.0,일평년,378267.0,2021-01-12
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/12),444750.0,1일전 (01/11),444750.0,1주일전 (01/05),444750.0,2주일전 (12/29),444750.0,1개월전,444750.0,1년전,310000.0,일평년,348200.0,2021-01-12
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/12),231600.0,1일전 (01/11),231600.0,1주일전 (01/05),227800.0,2주일전 (12/29),227800.0,1개월전,226200.0,1년전,176400.0,일평년,165300.0,2021-01-12
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/13),479200.0,1일전 (01/12),479200.0,1주일전 (01/06),479800.0,2주일전 (12/30),479800.0,1개월전,479800.0,1년전,340600.0,일평년,378267.0,2021-01-13
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/13),444750.0,1일전 (01/12),444750.0,1주일전 (01/06),444750.0,2주일전 (12/30),444750.0,1개월전,444750.0,1년전,310000.0,일평년,348200.0,2021-01-13
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/13),231600.0,1일전 (01/12),231600.0,1주일전 (01/06),230400.0,2주일전 (12/30),227800.0,1개월전,226200.0,1년전,176400.0,일평년,165367.0,2021-01-13
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/14),479200.0,1일전 (01/13),479200.0,1주일전 (01/07),479800.0,2주일전 (12/31),479800.0,1개월전,479800.0,1년전,340600.0,일평년,378267.0,2021-01-14
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/14),444750.0,1일전 (01/13),444750.0,1주일전 (01/07),444750.0,2주일전 (12/31),444750.0,1개월전,444750.0,1년전,310000.0,일평년,348200.0,2021-01-14
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/14),231600.0,1일전 (01/13),231600.0,1주일전 (01/07),230400.0,2주일전 (12/31),227800.0,1개월전,226440.0,1년전,176400.0,일평년,165400.0,2021-01-14
