,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (04/28),46900.0,1일전 (04/27),46900.0,1주일전 (04/21),46900.0,2주일전 (04/14),46900.0,1개월전,47100.0,1년전,49180.0,일평년,40523.0,2020-04-28
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (04/28),45360.0,1일전 (04/27),45360.0,1주일전 (04/21),45360.0,2주일전 (04/14),45360.0,1개월전,45560.0,1년전,47580.0,일평년,39237.0,2020-04-28
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (04/29),46900.0,1일전 (04/28),46900.0,1주일전 (04/22),46900.0,2주일전 (04/15),,1개월전,47100.0,1년전,49180.0,일평년,40523.0,2020-04-29
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (04/29),45360.0,1일전 (04/28),45360.0,1주일전 (04/22),45360.0,2주일전 (04/15),,1개월전,45560.0,1년전,47580.0,일평년,39237.0,2020-04-29
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (04/30),,1일전 (04/29),46900.0,1주일전 (04/23),46900.0,2주일전 (04/16),46900.0,1개월전,47100.0,1년전,49180.0,일평년,40523.0,2020-04-30
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (04/30),,1일전 (04/29),45360.0,1주일전 (04/23),45360.0,2주일전 (04/16),45360.0,1개월전,45560.0,1년전,47580.0,일평년,39237.0,2020-04-30
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/01),,1일전 (04/30),,1주일전 (04/24),46900.0,2주일전 (04/17),46900.0,1개월전,47100.0,1년전,49180.0,일평년,40523.0,2020-05-01
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/01),,1일전 (04/30),,1주일전 (04/24),45360.0,2주일전 (04/17),45360.0,1개월전,45560.0,1년전,47580.0,일평년,39237.0,2020-05-01
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/04),46900.0,1일전 (05/03),,1주일전 (04/27),46900.0,2주일전 (04/20),46900.0,1개월전,47100.0,1년전,49180.0,일평년,40507.0,2020-05-04
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/04),45360.0,1일전 (05/03),,1주일전 (04/27),45360.0,2주일전 (04/20),45360.0,1개월전,45560.0,1년전,47580.0,일평년,39220.0,2020-05-04
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/05),,1일전 (05/04),46900.0,1주일전 (04/28),46900.0,2주일전 (04/21),46900.0,1개월전,47100.0,1년전,49180.0,일평년,40507.0,2020-05-05
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/05),,1일전 (05/04),45360.0,1주일전 (04/28),45360.0,2주일전 (04/21),45360.0,1개월전,45560.0,1년전,47580.0,일평년,39220.0,2020-05-05
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/06),46900.0,1일전 (05/05),,1주일전 (04/29),46900.0,2주일전 (04/22),46900.0,1개월전,47100.0,1년전,49180.0,일평년,40507.0,2020-05-06
